Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Age in Days
A793492,Petal,05/29/2019 02:26:00 PM,May 2019,04/25/2017,Transfer,Partner,2,0,2 years,Pit Bull Mix,Black/White,0.15151515151515152
A688964,Linus,11/10/2014 07:40:00 PM,Nov 2014,09/05/2014,Adoption,Foster,1,3,2 months,Domestic Shorthair Mix,Brown Tabby,0.09589041095890412
A862945,*Evangeline,08/03/2022 02:04:00 PM,Aug 2022,06/02/2022,Transfer,Partner,1,0,2 months,Domestic Shorthair Mix,Torbie,0.09589041095890412
A676745,Astro,05/18/2014 09:09:00 AM,May 2014,04/14/2012,Euthanasia,Rabies Risk,2,2,2 years,Kuvasz Mix,White,0.15151515151515152
A603238,Ehito,03/19/2017 12:00:00 AM,Mar 2017,06/12/2008,Transfer,Partner,2,2,8 years,Pit Bull Mix,Black/White,0.33333333333333337
A700840,*Amarillo,06/28/2015 03:05:00 PM,Jun 2015,04/20/2013,Missing,Possible Theft,2,1,2 years,Pit Bull Mix,Yellow Brindle,0.15151515151515152
A735050,Sam,09/18/2016 09:00:00 AM,Sep 2016,05/17/2016,Transfer,SCRP,1,1,4 months,Siamese Mix,Seal Point,0.10087173100871731
A862166,A862166,07/25/2022 09:07:00 AM,Jul 2022,03/22/2022,Transfer,Snr,1,1,4 months,Domestic Shorthair Mix,White/Brown Tabby,0.10087173100871731
A796067,*Pearl,05/29/2019 02:30:00 PM,May 2019,04/28/2019,Transfer,Partner,2,0,4 weeks,Chihuahua Shorthair/Dachshund,Black,0.09323370693233707
A666396,Domino,11/08/2013 05:08:00 PM,Nov 2013,10/31/2008,Transfer,Partner,2,2,5 years,Pit Bull Mix,Black/White,0.24242424242424243
A756377,Angel,08/25/2017 12:34:00 PM,Aug 2017,08/19/2011,Transfer,Partner,2,3,6 years,Canaan Dog Mix,Tan,0.2727272727272727
A710912,*Knick,09/26/2015 12:07:00 PM,Sep 2015,08/29/2011,Transfer,Partner,2,2,4 years,Chihuahua Shorthair Mix,Tan,0.21212121212121213
A858697,*Snuffleupagus,06/24/2022 07:07:00 PM,Jun 2022,04/10/2022,Adoption,Foster,1,2,2 months,Domestic Medium Hair,Blue Tabby,0.09589041095890412
A859314,*Muffin,06/23/2022 10:03:00 AM,Jun 2022,06/11/2020,Transfer,Out State,2,0,2 years,Australian Cattle Dog,Tricolor,0.15151515151515152
A859397,*Gus,08/04/2022 01:32:00 PM,Aug 2022,05/04/2022,Adoption,Foster,1,2,3 months,Domestic Shorthair Mix,White/Orange Tabby,0.09838107098381071
A879801,*Ryan,07/09/2023 05:36:00 PM,Jul 2023,04/01/2023,Adoption,Foster,1,2,3 months,Domestic Shorthair,Brown Tabby,0.09838107098381071
A804683,*Gordon,09/25/2019 03:26:00 PM,Sep 2019,09/17/2017,Transfer,Partner,2,1,2 years,Pit Bull Mix,Red/White,0.15151515151515152
A739967,*Watcher,01/13/2017 02:41:00 PM,Jan 2017,11/09/2016,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Black,0.09589041095890412
A826230,Archie,11/24/2020 11:50:00 AM,Nov 2020,08/23/2020,Transfer,Partner,2,1,3 months,English Springer Spaniel Mix,Tan,0.09838107098381071
A874145,*Reya,03/31/2023 01:55:00 PM,Mar 2023,01/07/2023,Adoption,Foster,2,3,2 months,Standard Schnauzer Mix,Tricolor,0.09589041095890412
A666152,*Shy Boy,11/09/2013 02:27:00 PM,Nov 2013,10/27/2012,Transfer,Partner,2,2,1 year,Labrador Retriever/Australian Cattle Dog,Buff,0.12121212121212122
A822049,Georgie,08/27/2020 01:05:00 PM,Aug 2020,08/25/2015,Transfer,Partner,2,0,5 years,Chihuahua Shorthair,Black,0.24242424242424243
A807273,*Tate,10/28/2019 02:55:00 PM,Oct 2019,10/23/2018,Transfer,Partner,2,1,1 year,Pit Bull,Black/White,0.12121212121212122
A850553,*Snow White,02/09/2022 03:30:00 PM,Feb 2022,12/31/2021,Transfer,Partner,2,0,1 month,Pit Bull Mix,Blue/White,0.09339975093399751
A778989,Nico,08/24/2018 03:29:00 PM,Aug 2018,08/23/2014,Transfer,Partner,2,1,4 years,Shih Tzu/Chihuahua Shorthair,Black/White,0.21212121212121213
A756190,Rayray,03/11/2019 01:20:00 PM,Mar 2019,06/04/2017,Transfer,Partner,2,2,1 year,Boxer Mix,Tan/White,0.12121212121212122
A858281,*Whopper,07/10/2022 08:19:00 AM,Jul 2022,04/27/2022,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.09589041095890412
A715243,*Rose,11/08/2015 02:39:00 PM,Nov 2015,10/02/2015,Died,In Foster,1,0,1 month,Domestic Shorthair Mix,Black,0.09339975093399751
A662499,*Gabby,10/19/2013 03:35:00 PM,Oct 2013,07/20/2013,Transfer,Partner,1,0,2 months,Domestic Shorthair Mix,Calico,0.09589041095890412
A851919,Cleopatra,03/02/2022 04:34:00 PM,Mar 2022,08/21/2013,Return to Owner,Field,2,3,8 years,Labrador Retriever,Black,0.33333333333333337
A861188,*Mascarpone,08/10/2022 08:01:00 AM,Aug 2022,05/25/2022,Adoption,Foster,2,2,2 months,Chihuahua Shorthair,White/Tan,0.09589041095890412
A805657,*Pirate Roberts,11/07/2019 11:15:00 AM,Nov 2019,08/21/2019,Adoption,Foster,1,2,2 months,Domestic Shorthair,Black,0.09589041095890412
A787607,Harvey,08/13/2019 10:55:00 AM,Aug 2019,11/05/2018,Transfer,Partner,2,2,9 months,Australian Cattle Dog Mix,Tricolor/Black,0.11332503113325032
A905352,A905352,05/23/2024 08:36:00 AM,May 2024,05/20/2022,Transfer,Snr,1,0,2 years,Domestic Shorthair Mix,Brown Tabby/White,0.15151515151515152
A735893,Stevie,10/10/2016 07:08:00 PM,Oct 2016,10/01/2015,Transfer,Partner,1,3,1 year,Domestic Shorthair Mix,Tortie,0.12121212121212122
A751519,*Monticello,06/27/2017 03:44:00 PM,Jun 2017,06/09/2016,Transfer,Partner,2,1,1 year,Pit Bull Mix,White/Blue,0.12121212121212122
A727574,Rolo,06/08/2016 12:00:00 AM,Jun 2016,05/23/2012,Transfer,Partner,2,2,4 years,Pit Bull/Labrador Retriever,Black/White,0.21212121212121213
A720606,Murphy,12/11/2023 10:00:00 AM,Dec 2023,03/09/2010,Euthanasia,Suffering,1,2,13 years,Domestic Shorthair Mix,Brown Tabby/White,0.48484848484848486
A852364,Lizzy,07/14/2022 02:55:00 PM,Jul 2022,11/17/2021,Transfer,Out State,2,3,7 months,Alaskan Husky/Border Collie,Sable/White,0.10834371108343711
A789936,Max,03/02/2019 06:36:00 PM,Mar 2019,03/02/2007,Transfer,Partner,2,1,12 years,Boston Terrier,Black/White,0.4545454545454546
A835767,*Venice,06/26/2021 07:08:00 AM,Jun 2021,04/26/2021,Adoption,Foster,1,2,1 month,Domestic Medium Hair Mix,Black,0.09339975093399751
A683244,*Harry,08/02/2014 03:03:00 PM,Aug 2014,07/08/2013,Transfer,Partner,1,2,1 year,Domestic Shorthair Mix,Cream Tabby,0.12121212121212122
A759707,*Fernando,10/17/2017 12:00:00 AM,Oct 2017,02/06/2017,Transfer,Partner,2,2,8 months,Australian Cattle Dog/German Shepherd,Brown/Tricolor,0.11083437110834371
A779796,*Rocky,10/07/2018 03:51:00 PM,Oct 2018,05/05/2018,Transfer,Partner,1,1,5 months,Domestic Shorthair Mix,Torbie,0.10336239103362391
A866651,*Nougat,12/20/2022 05:06:00 PM,Dec 2022,06/04/2022,Adoption,Foster,1,2,6 months,Domestic Shorthair,Brown Tabby,0.10585305105853052
A659113,*Monty,12/09/2013 07:21:00 PM,Dec 2013,07/19/2003,Adoption,Foster,2,2,10 years,Miniature Pinscher,Black/Brown,0.3939393939393939
A910168,*Franklin,09/11/2024 02:55:00 PM,Sep 2024,06/08/2024,Adoption,Foster,1,2,3 months,Domestic Shorthair,Cream Tabby/White,0.09838107098381071
A696805,Lola,02/24/2015 06:01:00 PM,Feb 2015,02/12/2009,Transfer,Partner,2,3,6 years,Chihuahua Shorthair Mix,Black/Tan,0.2727272727272727
A757568,102,09/14/2017 12:00:00 AM,Sep 2017,09/03/2015,Transfer,Partner,2,0,2 years,Labrador Retriever Mix,White/Tan,0.15151515151515152
A797553,Bambi,06/18/2019 01:38:00 PM,Jun 2019,06/14/2016,Transfer,Partner,2,0,3 years,Chihuahua Shorthair,White,0.18181818181818182
A850303,Ricko,08/12/2022 08:06:00 AM,Aug 2022,11/21/2021,Transfer,Out State,2,2,8 months,German Shepherd/Cardigan Welsh Corgi,Black/Tan,0.11083437110834371
A795975,Muffin,05/30/2019 11:20:00 AM,May 2019,05/27/2008,Transfer,Partner,2,3,11 years,Pekingese,Cream,0.4242424242424243
A701401,Jill,05/19/2015 02:18:00 PM,May 2015,04/29/2011,Transfer,Partner,2,0,4 years,Greyhound,Tan/Black,0.21212121212121213
A734589,*Johnny,09/18/2016 12:49:00 PM,Sep 2016,08/02/2016,Transfer,Partner,1,1,1 month,Domestic Medium Hair Mix,Black,0.09339975093399751
A883041,*Gretchen,06/27/2023 03:18:00 PM,Jun 2023,06/12/2022,Transfer,Partner,3,0,1 year,Guinea Pig,White/Gray,0.12121212121212122
A859046,*Sirius Black,08/24/2022 03:27:00 PM,Aug 2022,06/01/2022,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Black,0.09589041095890412
A667090,Rex,11/19/2013 11:02:00 AM,Nov 2013,05/18/2010,Euthanasia,Behavior,2,1,3 years,Pit Bull Mix,Chocolate/White,0.18181818181818182
A889648,*Fireball,11/05/2023 01:28:00 PM,Nov 2023,08/23/2023,Adoption,Foster,1,3,2 months,Domestic Shorthair,Orange Tabby,0.09589041095890412
A821967,*Eddie,12/05/2020 08:22:00 AM,Dec 2020,08/21/2020,Adoption,Foster,1,2,3 months,American Shorthair,Orange Tabby,0.09838107098381071
A858566,Stella,08/11/2022 12:24:00 PM,Aug 2022,11/01/2021,Transfer,Out State,2,3,9 months,Whippet Mix,Black/White,0.11332503113325032
A831958,Daisy,04/16/2021 02:08:00 PM,Apr 2021,04/06/2015,Transfer,Partner,2,3,6 years,Toy Poodle/Yorkshire Terrier,Black,0.2727272727272727
A851736,*Ursula,03/23/2022 03:55:00 PM,Mar 2022,02/17/2020,Transfer,Partner,2,3,2 years,Siberian Husky,Black/White,0.15151515151515152
A688997,Goldie,03/14/2016 02:33:00 PM,Mar 2016,09/27/2004,Died,In Kennel,1,2,11 years,Domestic Shorthair Mix,Brown Tabby/White,0.4242424242424243
A804181,Gabby,09/16/2019 09:31:00 PM,Sep 2019,09/11/2018,Transfer,Partner,2,0,1 year,Beagle/Pointer,White/Black,0.12121212121212122
A632012,Austin,01/18/2014 03:20:00 PM,Jan 2014,05/11/2012,Adoption,Offsite,2,2,1 year,Labrador Retriever,Brown,0.12121212121212122
A673537,*Pharaoh,03/09/2014 04:33:00 PM,Mar 2014,02/25/2012,Transfer,Partner,2,2,2 years,Pit Bull Mix,Blue/White,0.15151515151515152
A853984,Benny,06/16/2022 11:43:00 AM,Jun 2022,03/28/2019,Transfer,Partner,2,2,3 years,Cardigan Welsh Corgi,Tricolor,0.18181818181818182
A847289,Buddy,12/01/2021 03:14:00 PM,Dec 2021,11/29/2014,Transfer,Partner,2,1,7 years,Chihuahua Shorthair,Black/Brown,0.30303030303030304
A886116,Nicha,07/31/2023 03:05:00 PM,Jul 2023,07/31/2022,Transfer,Partner,1,0,1 year,Domestic Shorthair Mix,Brown Tabby,0.12121212121212122
A688502,Jewel,10/07/2014 05:54:00 PM,Oct 2014,09/20/2013,Adoption,Foster,2,3,1 year,Chihuahua Shorthair Mix,Tan/White,0.12121212121212122
A820055,*Olesh,10/01/2020 02:42:00 PM,Oct 2020,07/10/2016,Adoption,Foster,1,2,4 years,Russian Blue Mix,Blue,0.21212121212121213
A633175,Lovito,07/01/2015 11:17:00 AM,Jul 2015,01/25/2011,Transfer,Partner,2,2,4 years,German Shepherd/Chow Chow,Black/Brown,0.21212121212121213
A706295,*Marty,07/02/2015 12:00:00 AM,Jul 2015,04/27/2015,Transfer,Partner,1,2,2 months,Domestic Shorthair Mix,Orange Tabby,0.09589041095890412
A701480,*Pete,05/12/2015 12:02:00 PM,May 2015,10/30/2014,Transfer,Partner,2,2,6 months,Dachshund Mix,Black/White,0.10585305105853052
A832467,*Nova,06/01/2021 01:43:00 PM,Jun 2021,04/14/2019,Transfer,Partner,2,3,2 years,German Wirehaired Pointer/Labrador Retriever,White/Black,0.15151515151515152
A857462,Mr. Biscuits,10/11/2022 10:36:00 AM,Oct 2022,02/17/2022,Adoption,Foster,1,2,7 months,Domestic Shorthair,Orange Tabby/Orange Tabby,0.10834371108343711
A857434,Silver,07/17/2022 07:42:00 AM,Jul 2022,10/16/2021,Adoption,Foster,2,3,9 months,Australian Cattle Dog Mix,Tricolor/White,0.11332503113325032
A839212,A839212,07/22/2021 04:12:00 PM,Jul 2021,07/18/2019,Euthanasia,Suffering,1,0,2 years,Domestic Shorthair,Black/White,0.15151515151515152
A871262,*Raven,01/22/2023 03:48:00 PM,Jan 2023,11/21/2022,Adoption,Foster,2,3,2 months,Chihuahua Longhair Mix,Black/White,0.09589041095890412
A860032,*Grace,06/13/2023 12:39:00 PM,Jun 2023,06/22/2020,Transfer,Partner,2,3,2 years,Pit Bull Mix,Tan,0.15151515151515152
A701307,*Beatrice,05/26/2015 05:17:00 PM,May 2015,04/27/2013,Transfer,Partner,1,3,2 years,Domestic Shorthair Mix,Blue Tabby,0.15151515151515152
A834969,*Shirley,06/30/2021 03:12:00 PM,Jun 2021,04/21/2021,Adoption,Foster,1,3,2 months,Domestic Shorthair,Orange Tabby,0.09589041095890412
A717040,*Sweetie,12/06/2015 12:01:00 PM,Dec 2015,06/01/2013,Transfer,Partner,1,0,2 years,Domestic Shorthair Mix,Orange Tabby,0.15151515151515152
A699679,Cookie,01/16/2017 12:00:00 AM,Jan 2017,01/31/2015,Transfer,Partner,1,2,1 year,Domestic Shorthair Mix,Blue Tabby,0.12121212121212122
A729451,Ricky,05/11/2018 01:36:00 PM,May 2018,04/18/2016,Transfer,Partner,1,2,2 years,Domestic Shorthair Mix,Blue Tabby,0.15151515151515152
A817948,Belinda,04/03/2021 01:23:00 PM,Apr 2021,03/27/2020,Adoption,Foster,1,3,1 year,Domestic Shorthair Mix,Brown Tabby/White,0.12121212121212122
A823283,153 Grams,09/20/2020 03:10:00 PM,Sep 2020,09/14/2020,Transfer,Partner,1,0,6 days,Domestic Shorthair,Black/White,0.09140722291407223
A870499,Cookie,12/08/2022 03:35:00 PM,Dec 2022,12/07/2019,Transfer,Partner,1,3,3 years,Domestic Shorthair,Cream/Brown Tabby,0.18181818181818182
A700336,Fluffy,04/19/2015 05:52:00 PM,Apr 2015,04/12/2008,Transfer,Partner,2,3,7 years,Chihuahua Longhair Mix,Tricolor,0.30303030303030304
A830083,Joy,03/30/2021 09:35:00 AM,Mar 2021,03/02/2019,Adoption,Foster,2,3,2 years,American Staffordshire Terrier,Black/White,0.15151515151515152
A838079,A838079,07/05/2021 11:21:00 AM,Jul 2021,01/05/2016,Transfer,Partner,2,0,5 years,Labrador Retriever Mix,Tan,0.24242424242424243
A674783,Yogi,03/18/2014 03:23:00 PM,Mar 2014,03/18/2004,Euthanasia,Suffering,2,2,10 years,Chow Chow/Labrador Retriever,Yellow,0.3939393939393939
A891869,*Boomerang,11/06/2023 08:45:00 AM,Nov 2023,10/28/2021,Transfer,Snr,1,2,2 years,Domestic Shorthair,Orange Tabby/White,0.15151515151515152
A842186,188 Grams,09/11/2021 01:27:00 PM,Sep 2021,08/31/2021,Transfer,Partner,1,1,1 weeks,Domestic Shorthair,Cream Tabby,0.09149024491490246
A779585,*June Carter,09/09/2018 07:17:00 PM,Sep 2018,04/18/2018,Transfer,Snr,1,3,4 months,Domestic Shorthair Mix,Brown Tabby,0.10087173100871731
A871810,*Slater,02/08/2023 04:44:00 PM,Feb 2023,12/30/2020,Euthanasia,Aggressive,2,1,2 years,Pit Bull Mix,Blue/White,0.15151515151515152
A743686,Max,02/22/2017 09:19:00 AM,Feb 2017,02/14/2016,Transfer,Partner,1,2,1 year,Domestic Shorthair Mix,Blue/White,0.12121212121212122
A664097,Remmy,10/10/2013 05:42:00 PM,Oct 2013,12/29/2012,Transfer,Partner,2,0,9 months,Pointer Mix,Black/White,0.11332503113325032
A820043,Bobbi,08/04/2020 01:00:00 PM,Aug 2020,04/10/2018,Transfer,Partner,1,3,2 years,Manx,Orange Tabby/White,0.15151515151515152
A773098,*Hefty,06/09/2018 09:02:00 AM,Jun 2018,04/30/2018,Transfer,Partner,1,1,1 month,Domestic Shorthair,Brown Tabby,0.09339975093399751
A802520,Aurora,08/24/2019 12:02:00 PM,Aug 2019,08/19/2009,Transfer,Partner,1,3,10 years,Domestic Shorthair Mix,White/Black,0.3939393939393939
A767360,Skylar,04/29/2018 06:15:00 PM,Apr 2018,02/27/2010,Adoption,Foster,1,2,8 years,Domestic Shorthair Mix,Blue/White,0.33333333333333337
A754754,Enzo,04/25/2018 09:20:00 AM,Apr 2018,07/28/2007,Adoption,Foster,2,2,10 years,Yorkshire Terrier Mix,Chocolate/White,0.3939393939393939
A846611,Terry,01/24/2022 03:19:00 PM,Jan 2022,02/18/2020,Transfer,Out State,2,2,1 year,English Coonhound/Labrador Retriever,Brown Brindle/White,0.12121212121212122
A707448,*Sawyer,07/18/2015 08:28:00 PM,Jul 2015,05/13/2015,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.09589041095890412
A682384,Dolly,06/28/2014 05:12:00 PM,Jun 2014,03/12/2014,Transfer,Partner,2,3,3 months,Border Collie/Labrador Retriever,Black/White,0.09838107098381071
A891306,*Aurora,12/14/2023 12:01:00 PM,Dec 2023,09/24/2023,Adoption,Foster,1,3,2 months,Domestic Shorthair,Brown Tabby,0.09589041095890412
A738460,Rascal,01/27/2017 03:39:00 PM,Jan 2017,05/15/2009,Transfer,Partner,1,3,7 years,Domestic Shorthair Mix,Brown Tabby/White,0.30303030303030304
A898734,*Leia,03/25/2024 11:27:00 AM,Mar 2024,01/07/2024,Adoption,Foster,2,3,2 months,Chihuahua Shorthair/Miniature Pinscher,Black/Tan,0.09589041095890412
A729924,Lemon,06/26/2016 12:00:00 AM,Jun 2016,04/25/2016,Transfer,Partner,2,0,2 months,Great Dane Mix,Black,0.09589041095890412
A821897,Chevy,10/24/2020 08:39:00 AM,Oct 2020,01/21/2014,Adoption,Foster,2,2,6 years,Beagle Mix,Brown/Black,0.2727272727272727
A880361,*Zeus,07/24/2023 02:39:00 PM,Jul 2023,05/01/2023,Adoption,Foster,1,2,2 months,Domestic Shorthair,White/Cream Tabby,0.09589041095890412
A735991,Justin,10/20/2016 03:33:00 PM,Oct 2016,08/18/2016,Transfer,Partner,1,0,2 months,Domestic Shorthair Mix,Cream Tabby/White,0.09589041095890412
A653825,Frack,11/25/2020 06:58:00 AM,Nov 2020,03/11/2012,Adoption,Foster,2,3,8 years,Pit Bull Mix,Red/White,0.33333333333333337
A672110,Toby,02/17/2014 04:04:00 PM,Feb 2014,02/04/2010,Transfer,Partner,2,2,4 years,Dachshund Mix,Red,0.21212121212121213
A738744,*Timmy,01/06/2017 01:12:00 PM,Jan 2017,11/20/2012,Adoption,Foster,2,2,4 years,Miniature Poodle Mix,White,0.21212121212121213
A857260,*Bjorn,07/21/2022 01:52:00 PM,Jul 2022,04/13/2022,Adoption,Foster,1,2,3 months,Domestic Shorthair Mix,Blue Tabby,0.09838107098381071
A701278,*William,05/29/2015 03:37:00 PM,May 2015,04/26/2014,Transfer,Partner,2,2,1 year,Boxer Mix,Brown Brindle/White,0.12121212121212122
A721670,*Ragnar,05/09/2016 02:42:00 PM,May 2016,12/18/2015,Adoption,Foster,1,2,4 months,Domestic Shorthair Mix,Brown Tabby,0.10087173100871731
A803642,*Buck,09/09/2019 04:59:00 PM,Sep 2019,03/03/2019,Transfer,Partner,2,2,6 months,Great Dane,Brown,0.10585305105853052
A723823,Kody,04/27/2016 12:00:00 AM,Apr 2016,04/07/2012,Transfer,Partner,2,2,4 years,Border Collie Mix,Black/White,0.21212121212121213
A852533,*Tilly,03/08/2022 03:55:00 PM,Mar 2022,03/04/2020,Transfer,Partner,2,0,2 years,Dachshund Mix,Tan/White,0.15151515151515152
A784854,*Austin,11/29/2018 11:40:00 AM,Nov 2018,11/20/2017,Transfer,Partner,2,1,1 year,Chihuahua Shorthair Mix,Chocolate/Tan,0.12121212121212122
A851549,A851549,02/18/2022 01:03:00 PM,Feb 2022,02/14/2021,Transfer,Partner,2,1,1 year,Border Terrier/Cairn Terrier,White/Tan,0.12121212121212122
A678842,*Ella,06/15/2014 05:41:00 PM,Jun 2014,07/13/2013,Transfer,Partner,2,0,11 months,Jack Russell Terrier Mix,White/Black,0.11830635118306351
A698781,Sandy,03/23/2015 01:15:00 PM,Mar 2015,03/18/2012,Euthanasia,Suffering,2,3,3 years,Labrador Retriever Mix,Tan/White,0.18181818181818182
A771154,*Clove,05/13/2018 12:30:00 PM,May 2018,03/27/2018,Died,In Foster,1,1,1 month,Domestic Shorthair Mix,White/Black,0.09339975093399751
A719160,*Farrah,01/25/2016 12:00:00 AM,Jan 2016,07/14/2015,Transfer,Partner,2,3,6 months,Labrador Retriever Mix,Black/White,0.10585305105853052
A709290,*Casius,08/15/2015 03:23:00 PM,Aug 2015,08/07/2014,Transfer,Partner,1,2,1 year,Siamese Mix,Blue Point,0.12121212121212122
A901004,Rosie,03/30/2024 12:18:00 PM,Mar 2024,04/28/2023,Transfer,Partner,1,3,11 months,Domestic Shorthair,Blue Point/White,0.11830635118306351
A883853,Luna,07/07/2023 04:50:00 PM,Jul 2023,03/09/2023,Adoption,Foster,1,3,3 months,Domestic Longhair,Black,0.09838107098381071
A742138,Nova,09/16/2021 07:28:00 PM,Sep 2021,01/15/2014,Euthanasia,Aggressive,2,2,7 years,Labrador Retriever/Australian Shepherd,White/Black,0.30303030303030304
A787947,*Winston,02/13/2019 02:36:00 PM,Feb 2019,02/11/2013,Transfer,Partner,1,1,6 years,Domestic Shorthair Mix,Brown Tabby,0.2727272727272727
A887453,*Autumn,11/09/2023 06:02:00 PM,Nov 2023,08/18/2023,Adoption,Foster,1,3,2 months,Domestic Shorthair,Brown Tabby/White,0.09589041095890412
A851444,*Eddie,03/02/2022 02:00:00 PM,Mar 2022,02/12/2020,Transfer,Out State,2,2,2 years,Siberian Husky,White/Black,0.15151515151515152
A666941,*Pearl,04/25/2014 03:55:00 PM,Apr 2014,11/09/2011,Transfer,Partner,2,3,2 years,Pit Bull Mix,White,0.15151515151515152
A862755,Tom,08/11/2022 04:33:00 PM,Aug 2022,07/30/2012,Transfer,Snr,1,2,10 years,Domestic Shorthair,Cream Tabby,0.3939393939393939
A820251,*Jesse,12/09/2020 10:42:00 AM,Dec 2020,05/15/2020,Adoption,Foster,1,2,6 months,Domestic Shorthair,Brown Tabby,0.10585305105853052
A787197,Queenie,01/09/2019 07:06:00 PM,Jan 2019,01/09/2004,Transfer,Partner,2,0,15 years,German Shepherd Mix,Tan/Black,0.5454545454545455
A796666,Kiko,07/03/2019 03:26:00 PM,Jul 2019,05/11/2019,Died,At Vet,1,1,1 month,Domestic Shorthair,Orange Tabby/White,0.09339975093399751
A728506,*Jim,07/09/2016 07:31:00 PM,Jul 2016,05/09/2016,Adoption,Foster,1,2,1 month,Domestic Shorthair Mix,Brown Tabby,0.09339975093399751
A835317,Belya,06/04/2021 01:19:00 PM,Jun 2021,05/26/2013,Transfer,Partner,2,3,8 years,Dachshund,Brown/Black,0.33333333333333337
A784764,*Abby,01/17/2019 04:49:00 PM,Jan 2019,01/19/2018,Adoption,Foster,2,3,11 months,Labrador Retriever/Pointer,Black,0.11830635118306351
A733549,*Peter,09/01/2016 12:00:00 AM,Sep 2016,06/23/2016,Transfer,Partner,1,1,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.09589041095890412
A667927,Sadie,12/20/2013 05:44:00 PM,Dec 2013,10/25/2013,Adoption,Foster,2,3,1 month,German Shepherd/Mastiff,Tan,0.09339975093399751
A803333,*Cota,09/11/2019 10:26:00 AM,Sep 2019,08/30/2017,Transfer,Partner,2,1,2 years,Labrador Retriever/Great Pyrenees,White,0.15151515151515152
A806458,*Nike,10/22/2019 03:22:00 PM,Oct 2019,04/11/2019,Transfer,Partner,2,1,6 months,Labrador Retriever Mix,Black/White,0.10585305105853052
A839912,A839912,07/30/2021 02:15:00 PM,Jul 2021,06/29/2021,Transfer,Partner,1,1,4 weeks,Domestic Shorthair,White/Orange,0.09323370693233707
A714608,*Pugsly,11/01/2015 12:00:00 AM,Nov 2015,10/25/2014,Transfer,Partner,2,2,1 year,Pug Mix,White/Tan,0.12121212121212122
A723868,Ginger,04/28/2016 12:15:00 PM,Apr 2016,04/08/2015,Adoption,Foster,2,3,1 year,Black Mouth Cur Mix,Red,0.12121212121212122
A696413,Tony,02/05/2015 09:00:00 AM,Feb 2015,06/04/2014,Transfer,SCRP,1,2,8 months,Domestic Shorthair Mix,Cream Tabby,0.11083437110834371
A666249,*Sparkle,11/22/2013 04:04:00 PM,Nov 2013,09/29/2013,Transfer,Partner,1,0,1 month,Domestic Longhair Mix,Black Smoke,0.09339975093399751
A673761,*Esme,03/11/2014 02:04:00 PM,Mar 2014,03/01/2010,Euthanasia,Behavior,2,0,4 years,Pit Bull Mix,Blue/White,0.21212121212121213
A696995,Gunner,03/12/2015 12:47:00 PM,Mar 2015,02/16/2003,Transfer,Partner,2,2,12 years,Cardigan Welsh Corgi Mix,Blue Merle,0.4545454545454546
A703736,*Violet,08/07/2015 03:43:00 PM,Aug 2015,04/28/2015,Adoption,Foster,1,3,3 months,Domestic Shorthair Mix,Black,0.09838107098381071
A746321,*Pryor,04/11/2017 01:27:00 PM,Apr 2017,03/31/2016,Transfer,Partner,2,2,1 year,German Shepherd/Labrador Retriever,Red,0.12121212121212122
A804179,*Quasimodo,09/17/2019 12:54:00 PM,Sep 2019,09/11/2015,Transfer,Partner,2,1,4 years,German Shepherd,Black/Tan,0.21212121212121213
A891230,*Zucchini,11/16/2023 12:00:00 PM,Nov 2023,09/04/2023,Adoption,Foster,1,2,2 months,Domestic Medium Hair,Blue,0.09589041095890412
